89;SITE ARCHEOLOGIQUE DE SAINT-LUPIEN;Mairie;Place Jean Baptiste Daviais;44403;REZE;02 40 84 43 96;02 40 84 43 78;opheliedeperetti@mairie-reze.fr;www.mairie-reze.fr;;les mercredis 12/10, 23/11 et 14/12 à 14h00 et les dimanches 23/10, 13/11 et 04/12 à 15h00 ;Château;;oui;oui;oui;oui;;;[ 47.38136509 , -1.2268875]
90;LA MAISON DU JARDINIER;Domaine Départemental de la Garenne Lemot;;44190;GETIGNE;02 40 54 75 85;02 40 03 99 22;garennelemot@cg44.fr;www.culturecg44.fr;;;Château;;oui;oui;oui;oui;;;[ 47.860943 , -1.2719343]
91;CHATEAU DEPARTEMENTAL DE CLISSON;Rue du Château;;44190;CLISSON;02 40 54 02 22;;garennelemot@cg44.fr;http://cultureloire-atlantique.fr/culture/jcms/c_7195/forteresse-des-marches-de-bretagne;;;Château;Fédération nationale des écomusées;oui;oui;oui;oui;;;[ 47.803335 , -1.3378106]
92;CHATEAU DEPARTEMENTAL DE CHATEAUBRIANT;Place du Général de Gaulle;;44110;CHATEAUBRIANT;02 40 28 20 20;02 40 28 20 28;chateauchateaubriant@loire-atlantique.fr;www.culturecg44.fr;Tarif adulte : 2,50 €  Tarif enfant (10-18 ans) : 1,50 €  Gratuit jusqu'à 10 ans, les personnes handicapées et les accompagnateurs de groupes, ;Accès libre et gratuit des cours extérieures du château, tous les jours de 7h30 à 18h (du 1er mai au 30 sept : de 7h30 à 20h), ;Château;;oui;oui;oui;;;;[ 47.7186173 , -1.3724956]
93;CHATEAU DE GOULAINE;Allée du château;;44115;HAUTE-GOULAINE;02 40 54 91 42;02 40 54 90 23;chateaudegoulaine@orange.fr;http://www.chateaudegoulaine.fr;;Du 27 mars au 30 juin  2011 : ouvert tous les mercredis, week-ends et jours fériés + vacances de printemps tous les jours et du 2 juillet au 4 septembre : , Juillet et août : ouvert tous les jours , et du 1er septembre au 6 novembre 2011 : ouvert tous les;Château;;oui;oui;oui;oui;;Adulte : de  à 8;[ 47.2009897 , -1.4066578]
94;CHATEAU DES DUCS DE BRETAGNE ;4 place Marc Elder;;44000;NANTES;0811 46 46 44;;contact@chateau-nantes.fr;www.chateau-nantes.fr;;Ouvert toute l'année , Cour et remparts ouverts 7j/7 de 10h à 19h (Juillet et Août de 9h à 20h)  , Le musée est fermé le lundi (sauf juillet et août ouvert 7j/7) ;Château;;oui;oui;oui;oui;;Adulte : de 5 à 8;[ 47.2165813 , -1.5503202]
95;PLANETARIUM;8 rue des Acadiens;;44100;NANTES;02 40 73 99 23;02 40 73 90 40;jacquelinedebray@mairie-nantes.fr;www.nantes.fr/culture/musees/le-planetarium;;Ouvert toute l'année / Séances du lundi au vendredi à 10h30, 14h15 et 15h45  Dimanche à 15h et 16h30  Fermé le samedi ;Château;;oui;oui;oui;oui;;Adulte : de 2,50 à 5;[ 47.202082 , -1.5779757]
96;CHATEAU DE GILLES DE RAIS;Route de Nantes;;44270;MACHECOUL;06 86 94 02 27;02 40 78 50 42;bbdegrandmaison@free.fr;;;Ouvert du 1er juillet au 19 septembre 2011 / Tous les dimanches à 15h  Et toute l'année pour groupes à partir de 8 personnes et plus  sur demande  ;Château;;oui;oui;oui;oui;;;[ 46.9922377 , -1.8129416]
97;CHATEAU DE RANROUET;Rue de Ranrouët;;44410;HERBIGNAC;02 40 88 96 17;02 51 76 92 70;chateauranrouet@cap-atlantique.fr;www.cap-atlantique.fr/rubrique/ch%C3%A2teau-de-ranrou%C3%ABt;;Ouvert du 1er avril au 30 sepembre ;Château;;oui;oui;oui;oui;;Adulte : de 4 à 5;[ 47.4444694 , -2.3097564]
98;CHATEAU DE CAREIL;33 rue du château de Careil;;44350;GUERANDE;02 40 60 22 99;06 10 82 12 96;chateau@careil.com;www.careil.com;;Ouvert du 1er juin au 31 août , Ouvert à l'année sur rendez-vous   Ouverture durant les vacances scolaires : www careil com;Château;Site et monument historiques;oui;oui;oui;oui;;Adulte : de 6 à 11;[ 47.298006 , -2.4000615]
99;LE CLOCHER DE SAINT LYPHARD;Office de Tourisme;Place de l'Eglise;44410;SAINT-LYPHARD;02 40 91 41 34;02 40 91 34 96;contact@saint-lyphard.com;www.saint-lyphard.com;;Ouvert du 1er avril au 30 septembre 2011 / Du lundi au samedi à 11h, 12h05, 14h, 15h, 16h, 17h et 17h30 - Sauf en juillet et août, se renseigner ;Collégiale;;oui;oui;oui;oui;;;[ 47.3982766 , -2.3056594]
