123;DOMAINE D'ORVAULT (LE);Chemin des Marais du Cens;;44700;ORVAULT;;02 40 76 84 02;;;contact@domaine-orvault.com;www.domaine-orvault.com;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 26 à 56;;[ 47.2589956 , -1.5898053]
124;LES CAUDALIES;229 Route de Vannes;;44800;SAINT-HERBLAIN;;02 40 94 35 35;;;restaurant.les-caudalies@wanadoo.fr;http://www.restaurant-lescaudalies.com;;;;;oui;oui;;;1 toque;;1 étoile;;;;;;;Nantes et environs;;;[ 47.2421076 , -1.5955292]
125;ATLANTIDE (L');16 quai Ernest Renaud;;44100;NANTES;;02 40 73 23 23;;;jygueho@club-internet.fr;http://www.restaurant-atlantide.net;;;;;;;;;4 toques;;1 étoile;;;;;;;Nantes et environs;Menu adulte : de 30 à 95;;[ 47.2080348 , -1.5963603]
126;PAVILLON (LE);379 route de Vannes;;44800;SAINT-HERBLAIN;;02 40 94 99 99;;;;www.restaurant-lepavillon.fr;;;;;oui;oui;;;;;;;;;;;;Nantes et environs;Menu adulte : de 15,5 à 39;;[ 47.252029 , -1.6236666]
127;L'OREE DE BOIS;94 route de la Garenne;;44700;ORVAULT;;02 40 63 63 54;;;;www.resto-loreedubois.com;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.265415 , -1.635566]
128;L'ABREUVOIR;La Croix Blanche;;44810;HERIC;;02 40 57 63 81;;;contact@restaurant-abreuvoir.fr;www.restaurant-abreuvoir.fr;;;;;;;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;;;[ 47.421629 , -1.639681]
129;LA BOSSELLE;8 Rue du Port;;44310;SAINT-PHILBERT-DE-GRAND-LIEU;;;;;info@restaurant-hotel-la-bosselle.fr;www.la-bosselle.fr;;;;;;;;;;;;;;;;;;Pays de Grandlieu, Machecoul et Logne;;;[ 47.039996 , -1.641883]
130;Le Carré Blanc;Rue du Moulin de la Rousselière;;44800;SAINT-HERBLAIN;;02 40 63 33 22;;;;www.brasserie-lecarreblanc.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.231398 , -1.64336]
131;ROMARIN (LE);79, Rue de Bretagne;;44880;SAUTRON;;02 40 63 15 87;;;;www.restaurant-leromarin.com;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;;;[ 47.2629936 , -1.6759195]
132;FRANCOIS II (LE);5 place Aristide Briand;;44220;COUERON;;02 40 38 32 32;;;;www.francois2.com;;;;;oui;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 14 à 50;;[ 47.2108427 , -1.7275436]
133;RESTAURANT ATLANTEL;Les 4 Nations RN 165;;44360;VIGNEUX-DE-BRETAGNE;;02 40 57 10 80;;;atlantel@brithotel.fr;www.brit-hotel-atlantel.fr/;;;;;;oui;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;;;[ 47.3269286 , -1.7380705]
134;NUIT DE RETZ;La Fontaine Saint-Père;;44710;PORT-SAINT-PERE;;;;;nuitderetz@orange.fr;www.hotel-nuitderetz.com;;;;;;;;;;;;;;;;;;Pornic et Pays de Retz;;;[ 47.129603 , -1.743716]
135;AUBERGE DU PAYS DE RETZ;Zone de Loisirs;;44710;PORT-SAINT-PERE;;02 40 04 84 84;;;aubergedupaysderetz@wanadoo.fr;www.auberge-pays-retz.com;;;;;;oui;;;;;;;;;oui;;;Pornic et Pays de Retz;Menu adulte : de 10,5 à 30;;[ 47.134543 , -1.7473586]
136;AUBERGE DE LA FORET;La Maillardais;;44130;LE GAVRE;;02 40 51 20 26;;;reservation@auberge-delaforet.fr;www.auberge-delaforet.fr;;;;;;;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;;;[ 47.52687 , -1.765988]
137;LE COLVERT;14 Route de Pornic;;44580;FRESNAY-EN-RETZ;;02 40 21 46 79;;;;;;;;;oui;;;;1 toque;;;;;;;;;Pays de Grandlieu, Machecoul et Logne;Menu adulte : de 29.50 à 52;;[ 47.0245536 , -1.8766668]
138;LE CHENE VERT;10 Place de l'Hôtel de ville;;44260;SAVENAY;;;;;chenevert.savenay@wanadoo.fr;www.chenevert-savenay.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.359281 , -1.943585]
139;LE POICTOV;La Sicaudais;;44320;ARTHON-EN-RETZ ;;02 40 64 65 29;;;;;;;;;;;;;;;;;;;;;;Pornic et Pays de Retz;;;[ 47.187137 , -1.947556]
140;LE RELAIS SAINT CLAIR;31, rue de l'Isac;;44530;GUENROUET;;02 40 87 66 11;;;contact@relais-saint-clair.com;www.relais-saint-clair.com;;;;oui;oui;;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;;;[ 47.5225357 , -1.9505313]
141;RESTAURANT D'EDOUARD;La Ville en Pierre;;44460;AVESSAC;;02 99 71 01 02;;;edouarset@wanadoo.fr;ww.edouardset.com;;;;oui;oui;;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;Menu adulte : de 29 à 61;;[ 47.6362823 , -1.9595362]
142;LE PARADIS DES PECHEURS;Le Cougou;;44530;GUENROUET;;02 40 87 64 10;;;leparadisdespecheurs@wanadoo.fr;;;;;;;oui;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;;;[ 47.5443416 , -2.0100864]
143;AUBERGE LA FONTAINE AUX BRETONS;Chemin des Noelles;;44210;PORNIC;;02 51 74 08 08;;;auberge@auberge-la-fontaine.com;www.auberge-la-fontaine.com;;;;oui;oui;;;;1 toque;;;;;;;;;Pornic et Pays de Retz;;;[ 47.1021345 , -2.0675033]
144;AUBERGE DU POTEAU VERT;1 le Poteau Vert;;44460;SAINT-NICOLAS-DE-REDON;;;;;;;;;;;oui;;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;;;[ 47.644221 , -2.068266]
145;BEAU RIVAGE;Plage de la Birochère;BP 8;44210;PORNIC;;02 40 82 03 08;;;info@restaurant-beaurivage.com;www.restaurant-beaurivage.com;;;;oui;oui;;;;2 toques;;;;;;;;;Pornic et Pays de Retz;;;[ 47.1368749 , -2.0802799]
146;Le 11;11 rue de Verdun;;44160;PONTCHATEAU;;02 40 42 23 28;;;;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.435249 , -2.090044]
147;LES COLONNADES;6-8 route de Saint Père en Retz;;44210;PORNIC;;02 40 82 85 49;;;lescolonnades44@wanadoo.fr;www.restaurant-les-colonnades.fr;;;;;oui;oui;;;;;;;;;;;;Pornic et Pays de Retz;Menu adulte : de 16 à 49,5;;[ 47.1204697 , -2.1003904]
148;L'ANA GRAM;Place du Petit Nice;70 quai Leray;44210;PORNIC;;02 40 82 51 25;;;;;;;;;;;;;1 toque;;;;;;;;;Pornic et Pays de Retz;Menu adulte : de 13.50 à 29;;[ 47.1146891 , -2.1042527]
149;MANOIR DE LA BRIANDAIS;La Briandais;;44780;MISSILLAC;;02 40 88 32 66;;;manoir.briandais@wanadoo.fr;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.5142861 , -2.1117212]
150;LE CLOS DE MELANIE;1, route de la brière;;44160;PONTCHATEAU;;02 40 88 08 39;;;jlprier@orange.fr;www.leclosdemelanie.com;;;;oui;;oui;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.443233 , -2.130888]
151;LES SABLONS;13 Rue des Sablons;;44210;PORNIC;;;;;hotelesablons@wanadoo.fr;www.hotelesablons.com;;;;;;;;;;;;;;;;;;Pornic et Pays de Retz;;;[ 47.11238 , -2.134939]
152;AUBERGE DU CALVAIRE;6 route de la Briere;;44160;PONTCHATEAU;;02 40 01 61 65;;;aubergeducalvaire@orange.fr;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.442237 , -2.134947]
153;AUBERGE DU CHALAND;49 La Tennière;;44160;SAINTE-REINE-DE-BRETAGNE;;02 40 01 05 28;;;chaland44@orange.fr;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 10.50 à 26.50;;[ 47.42382975 , -2.14274841]
154;LA FERME DU BLANCHOT;Le Blanchot;;44160;CROSSAC;;02 40 00 34 70;;;contact@lafermedublanchot.fr;www.lafermedublanchot.fr;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 25 à 40;;[ 47.407093 , -2.163913]
155;Le Bac à Blé;67 bd de la République;;44730;SAINT-MICHEL-CHEF-CHEF;;02 40 64 90 90;;;;;;;;;;;;;;;;;;;;;;Pornic et Pays de Retz;;;[ 47.165761 , -2.165022]
156;LE BELEM;56 avenue de la Convention;;44730;SAINT-MICHEL-CHEF-CHEF;;02 40 64 90 06;;;brunoboucard44@orange.fr;www.restaurant-belem.fr;;;;;;;oui;;;;;;;;;;;Pornic et Pays de Retz;;;[ 47.16839639 , -2.16596344]
157;L'EMPREINTE;119 Boulevard de l'Océan;;44730;SAINT-MICHEL-CHEF-CHEF;;;;;lempreinte.tharon@orange.fr;www.hotel-restaurant-lempreinte.com;;;;;;;;;;;;;;;;;;Pornic et Pays de Retz;;;[ 47.168363 , -2.166226]
158;RESTAURANT DE LA BRETESCHE, LE MONTAIGU;;;44780;MISSILLAC;;02 51 76 86 96;;;hotel@bretesche.com;www.bretesche.fr;;;;;oui;;;;3 toques;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 48 à 106;;[ 47.481524 , -2.172439]
159;Di 20 WineBar;7 rue du Bois Savary;;44600;SAINT-NAZAIRE;; 02 40 15 19 20;;;di20.fr;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.274708 , -2.207103]
160;ANNE DE BRETAGNE;Port de la Gravette;;44770;LA PLAINE-SUR-MER;;02 40 21 54 72;;;bienvenue@annedebretagne.com;www.annedebretagne.com;;;;;;;;;3 toques;;2 étoiles;;;;;;;Pornic et Pays de Retz;Menu adulte : de 35 à 115;;[ 47.159 , -2.2091667]
161;Le Berry;1 pl Pierre-Semard;;44600;SAINT-NAZAIRE;;02 40 22 42 61;;;hotel-du-berry.fr;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.285024 , -2.211034]
162;LA MARE AUX OISEAUX;162 île de Fédrun;;44720;SAINT-JOACHIM;;02 40 88 53 01;;;courriel@mareauxoiseaux.fr;www.mareauxoiseaux.fr;;;;;oui;;oui;;3 toques;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 40 à 85;;[ 47.3728326 , -2.2136265]
163;LA HUTTE BRIERONNE;181, Ile de Fédrun;;44720;SAINT-JOACHIM;;02 40 88 43 05;;;;www.lahutte-brieronne.fr;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 15 à 32;;[ 47.3719695 , -2.2136289]
164;BRASSERIE F;4 place St Pierre;;44000;NANTES;;02 40 47 79 69;;;;www.le-f.fr;;;;;oui;;;;;;;;;;;;;Nantes et environs;;Carte bleue,Cartes de paiement,Chèque,Cheques bancaires et postaux,Espèce,Visa,;[ 47.2185047 , -1.5446583]
165;LA PLAGE DE M. HULOT;37 rue du Commandant Charcot;ST Marc sur Mer;44600;SAINT-NAZAIRE;;;;;;;;;;;oui;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2734979 , -2.213848]
166;BRASSERIE LE TRANSAT;60 boulevard Wilson;;44600;SAINT-NAZAIRE;;02 40 00 16 96;;;letransat44@orange.fr;;;;;;;;;;;;;;;oui;oui;oui;;Saint-Nazaire et l'Estuaire de la Loire;;;[ 47.268822 , -2.214707]
167;LE COLIBRI;2, rue de la Bascule;;44410;LA CHAPELLE-DES-MARAIS;;02 40 53 23 60;;;mickael-carine@wanadoo.fr;;;;;;;;;;;;;;oui;oui;oui;oui;;Presqu'île de Guérande et la Brière;Menu adulte : de 15 à 24;;[ 47.4478226 , -2.2408885]
168;LE CALLUNA;Pointe Saint Gildas;;44770;PREFAILLES;;;;;reservation@lecalluna.com;www.lecalluna.com;;;;;;;;;;;;;;;;;;Pornic et Pays de Retz;;;[ 47.133571 , -2.245674]
169;AUBERGE DU HAUT MARLAND;Le Haut Marland;;44117;SAINT-ANDRE-DES-EAUX;;02 40 01 29 00;;;;www.restaurant-auberge-duhautmarland.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 14.80 à 50;;[ 47.3320745 , -2.2906792]
170;AUBERGE LES TYPHAS;Rue du Vignonnet;D47 Face au Lac;44410;SAINT-LYPHARD;;02 40 91 32 32;;;info@leschaumieresdulac.com;www.leschaumieresdulac.com;;;;;;oui;;;1 toque;;;;oui;oui;oui;oui;;Presqu'île de Guérande et la Brière;Menu adulte : de 19.90 à 44;;[ 47.3992074 , -2.3047468]
171;AUBERGE DE KER-ROLAND;Route de Férel;;44410;HERBIGNAC;;02 51 76 91 76;;;contact@aubergedekerroland.com;www.aubergedekerroland.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 20 à 45;;[ 47.4481474 , -2.3186765]
172;AUBERGE LE NEZIL;Le Nézyl;;44410;SAINT-LYPHARD;;02 40 91 41 41;;;aubergelenezil@wanadoo.fr;www.aubergelenezil.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 19,6 à 50;;[ 47.3714497 , -2.3235693]
173;AUBERGE DE BRECA;Bréca;;44410;SAINT-LYPHARD;;02 40 91 41 42;;;aubergedebreca@wanadoo.fr;www.auberge-breca.com;;;;;oui;oui;;;2 toques;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 28 à 54;;[ 47.3649064 , -2.3328413]
174;LE BILLOT;17, allée des Pétrels;Place du marché;44500;LA BAULE;;02 40 60 00 00;;;;;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 30 à 0;;[ 47.2603637 , -2.3378644]
175;AUBERGE DE KERHINET;10, village de Kerhinet;;44410;SAINT-LYPHARD;;02 40 61 91 46;;;;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 25 à 0;;[ 47.3644631 , -2.3489362]
176;LE SUNSET;Sur la Plage;Face au 138 boulevard des Océanides;44380;PORNICHET;;;;;;;;;;;oui;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.269109 , -2.3497295]
177;LE REGENT;150 Boulevard des Océanides;;44380;PORNICHET;;;;;hotel@le-regent.fr;www.le-regent.fr;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.269608 , -2.350835]
178;LE GRAIN DE FOLIE;150, boulevard des Océanides;;44380;PORNICHET;;02 40 61 04 04;;;hotel@le-regent.fr;www.grain2folie.fr;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 15,6 à 0;;[ 47.2699604 , -2.3509926]
179;CARPE DIEM;29, avenue Jean Boutroux;;44500;LA BAULE;;02 40 24 13 14;;;contact@le-carpediem.fr;www.le-carpediem.fr;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.3040334 , -2.3556956]
180;LA CHAUMIERE DES MARAIS;Kermoureau;;44410;HERBIGNAC;;02 40 91 32 36;;;lachaumieredesmarais@orange.fr;;;;;oui;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.370388 , -2.3558698]
181;LA VERANDA;27, boulevard de l'Océan;;44500;LA BAULE;;02 40 60 57 77;;;contact@restaurant-laveranda.com;www.restaurant-laveranda.com;;;;oui;oui;;;;2 toques;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.278698 , -2.3731482]
182;LE PARIS;138 avenue des Ondines;;44500;LA BAULE;;02 40 70 09 01;;;contact@hoteldeparis-labaule.com;www.hoteldeparis-labaule.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2880836 , -2.3897827]
183;L'EDEN BEACH;5, esplanade Lucien Barrière;Face à l'Hôtel Hemitage Barrière;44500;LA BAULE;;02 40 11 46 16;;;hermitage@lucienbarriere.com;www.hermitage-barriere.com;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 28 à 45;;[ 47.2869657 , -2.3914496]
184;LA ROTONDE;6, avenue Pierre Loti;BP 174;44500;LA BAULE;;02 40 11 48 48;;;royalthalasso@lucienbarriere.com;www.lucienbarriere.com;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2869657 , -2.3914496]
185;NOSSY-BE;boulevard Darlu;BP 36;44500;LA BAULE;;02 40 60 42 25;;;contact@nossybe.com;www.nossybe.com;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2869657 , -2.3914496]
186;LUTETIA Rest. LE ROSSINI;13 avenue Olivier Guichard;;44500;LA BAULE;;02 40 60 25 81;;;contact@lutetia-labaule.com;www.lutetia-labaule.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2833105 , -2.3942455]
187;SAINT CHRISTOPHE;Place Notre Dame;;44500;LA BAULE;;02 40 62 40 00;;;reception@st-christophe.com;www.st-christophe.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2836319 , -2.3960028]
188;RELAIS & CHATEAUX CASTEL MARIE-LOUISE;1, avenue Andrieu;B.P.409;44500;LA BAULE;;02 40 11 48 38;;;marielouise@relaischateaux.com;www.castel-marie-louise.com;;;;;;;oui;;5 toques;;1 étoile;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 57 à 110;;[ 47.28205912 , -2.40378141]
189;Castel Marie-Louise;1 avenue Andrieu;;44500;LA BAULE;;02 40 11 48 38;;;marielouise@relaischateaux.com;www.castel-marie-louise.com;;;;;oui;;oui;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2812881 , -2.4077933]
190;LE RUBAN BLEU;2, avenue de la Noue;;44500;LA BAULE;;02 40 60 24 86;;;h5692@accor.com;www.hotelmercure-labaule.com;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.280693 , -2.4084157]
191;LE BALZAC;2 place du Vieux Marché;;44350;GUERANDE;;;;;;;;;;;oui;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.38583698 , -2.41397827]
192;LE GARDE-COTE;1 Promenade du port;;44510;LE POULIGUEN;;02 40 42 31 20;;;legardecote@wanadoo.fr;www.garde-cote.com;;;;;;;;;;;;;;oui;oui;oui;;Presqu'île de Guérande et la Brière;Menu adulte : de 15 à 30;;[ 47.2755984 , -2.4258823]
193;LES REMPARTS;15 boulevard du Nord;;44350;GUERANDE;;02 40 24 90 69;;;;;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 16.50 à 0;;[ 47.3280761 , -2.4266204]
194;BRASSERIE DU CENTRE;2 place de la Psalette;;44350;GUERANDE;;;;;;;;;;;oui;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;Carte bleue,Cartes de paiement,Chèque,Chèques Vacances,Espèce,Eurocard - Mastercard,Visa,;[ 47.3280592 , -2.4295765]
195;LES VOYAGEURS;12 boulevard de l'abreuvoir;;44350;GUERANDE;;02 40 24 90 13;;;contact@hotel-voyageurs.fr;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.3298789 , -2.4297179]
196;La Cabane à Jules;Léniphen-Saillé;;44350;GUERANDE;;02 40 88 78 24;;;lacabaneajules.com;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.295172 , -2.431333]
197;LE DUGUAY-TROUIN;26 quai Jules Sandeau;;44510;LE POULIGUEN;;02 40 42 32 05;;;leduguaytrouin@orange.fr;www.leduguay.fr;;;;;;oui;;;;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 29 à 78;;[ 47.2690767 , -2.4331035]
198;CAFE JULES;15 quai Jules-Sandeau;;44510;LE POULIGUEN;;02 40 42 31 79;;;;cafejules.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.27009011 , -2.44061048]
199;LA VIEILLE FORGE;32 rue d'Aha;;44420;MESQUER;;02 40 42 62 68;;;lavieilleforge44@orange.fr;www.vieilleforge.fr;;;;oui;oui;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.3989723 , -2.4601976]
200;CRÊPERIE DU DERWIN;Allée du Derwin;;44740;BATZ-SUR-MER;;;;;;;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2708543 , -2.4679844]
201;LA ROCHE MATHIEU;28, rue du Golf « Côte Sauvage »;;44740;BATZ-SUR-MER;;02 40 23 92 12;;;laroche.mathieu@wanado.fr;www.laroche.mathieur.voila.net;;;;oui;;oui;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.272935 , -2.478828]
202;Le Derwin;Rte de la Côte Sauvage;;44740;BATZ-SUR-MER;;02 40 23 90 06;;;;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.277641 , -2.479422]
203;LE RELAIS MARINE;276 Rue Centrale;;44420;MESQUER;;;;;relaismarine@orange.fr;www.relaismarine.fr;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.40542 , -2.4819]
204;DE PEN BRON;;;44420;LA TURBALLE;;;;;hotelpenbron@wanadoo.fr;www.hotels-aptitudes.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.3029419 , -2.510541]
205;LES NIDS;15 rue Pasteur;;44490;LE CROISIC;;02 40 23 00 63;;;hotellesnids@worldonline.fr;www.hotellesnids.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2851307 , -2.5131612]
206;LE LENIGO;11 quai du Lénigo;;44490;LE CROISIC;;02 40 23 00 31;;;;;;;;;;;;;1 toque;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.2981729 , -2.5151765]
207;L'OCEAN;Port Lin;;44490;LE CROISIC;;02 40 62 90 03;;;;;;;;;;;;;2 toques;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.291638 , -2.5206328]
208;RESTAURANT FORT DE L'OCEAN;La Pointe du Croisic;;44490;LE CROISIC;;02 40 15 77 77;;;fortocean@fr.oleane.com;www.fort-ocean.com;;;;;;;;;2 toques;;;;;;;;;Presqu'île de Guérande et la Brière;Menu adulte : de 34 à 80;;[ 47.2905815 , -2.5422991]
209;Bodega Bay;17 rue Keroman;;44420;PIRIAC-SUR-MER;;02 40 23 62 24;;;www.bodegabay.fr;;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.379836 , -2.546404]
210;DE LA POSTE Rest. LA TERRASSE FLEURIE;26 rue de la Plage;;44420;PIRIAC-SUR-MER;;02 40 23 50 90;;;piriac.hoteldelaposte@wanadoo.fr;www.piriac-hoteldelaposte.com;;;;;;;;;;;;;;;;;;Presqu'île de Guérande et la Brière;;;[ 47.379374 , -2.54652]
